iter	RMSE
645	2.299725206
646	2.297658658
647	2.297351714
648	2.29690979
649	2.295730898
650	2.294510436
651	2.292576933
652	2.291002902
653	2.289566514
654	2.286327831
655	2.284794162
656	2.283135367
657	2.280910083
658	2.278088108
659	2.27587849
660	2.275732007
661	2.273818922
662	2.273382008
663	2.273074415
664	2.27145655
665	2.270623664
666	2.269404991
667	2.26774397
668	2.266062188
669	2.264221757
670	2.262135104
671	2.261808489
672	2.260513115
673	2.258105206
674	2.256865742
675	2.256459964
676	2.254660032
677	2.253007029
678	2.251588132
679	2.249996591
680	2.247991526
681	2.247514794
682	2.245690722
683	2.245433587
684	2.243589515
685	2.242586943
686	2.240450642
687	2.238306306
688	2.236663344
689	2.235142226
690	2.234289753
691	2.231961299
692	2.229629021
693	2.225936716
694	2.223623698
695	2.221576187
696	2.219920857
697	2.219048453
698	2.217744847
699	2.215687699
700	2.214171792
701	2.21249958
702	2.211750136
703	2.210952108
704	2.210621039
705	2.208262404
706	2.206927603
707	2.205279785
708	2.204756483
709	2.203231545
710	2.201667994
711	2.200404026
712	2.200153888
713	2.199024922
714	2.19863129
715	2.196662456
716	2.194017828
717	2.192222019
718	2.191804075
719	2.189996255
720	2.188918206
721	2.187287351
722	2.18671698
723	2.185206482
724	2.1831903
725	2.182055514
726	2.180247995
727	2.178754194
728	2.176101412
729	2.175082411
730	2.173779307
731	2.172203986
732	2.170686852
733	2.168743379
734	2.167528643
735	2.165778133
736	2.164364737
737	2.164125241
738	2.162837213
739	2.161375287
740	2.15882258
741	2.157788544
742	2.157382658
743	2.155991209
744	2.154510013
745	2.153307572
746	2.152168923
747	2.151906379
748	2.150493195
749	2.150142144
750	2.148691477
751	2.148059843
752	2.146842406
753	2.146664536
754	2.146327206
755	2.144806047
756	2.14295487
757	2.142630865
758	2.141677931
759	2.140051802
760	2.139179551
761	2.138927123
762	2.136834076
763	2.136186429
764	2.134147463
765	2.133842109
766	2.132119934
767	2.131942822
768	2.12967049
769	2.12854236
770	2.126987363
771	2.125619773
772	2.124558311
773	2.122936601
774	2.12161703
775	2.120296206
776	2.119078372
777	2.116602889
778	2.114232089
779	2.112698393
780	2.110664555
781	2.109782566
782	2.109406512
783	2.107443742
784	2.106198176
785	2.104954984
786	2.104212685
787	2.103657633
788	2.102592541
789	2.101255139
790	2.10089989
791	2.099535583
792	2.09890491
793	2.096226582
794	2.094554706
795	2.093442922
796	2.09227861
797	2.089621522
798	2.089472234
799	2.087349288
800	2.086850351
801	2.085846336
802	2.084460151
803	2.083876197
804	2.083119725
805	2.081731937
806	2.079834945
807	2.077744814
808	2.075605605
809	2.073874146
810	2.073181898
811	2.072079085
812	2.071259689
813	2.069766675
814	2.069614097
815	2.068693735
816	2.067741641
817	2.066647511
818	2.065900875
819	2.064356087
820	2.063788653
821	2.061682179
822	2.060386965
823	2.058895141
824	2.057112249
825	2.056024118
826	2.054967328
827	2.054230165
828	2.053013573
829	2.052240308
830	2.05075557
831	2.049647114
832	2.048394528
833	2.04739827
834	2.046309216
835	2.045321887
836	2.044792656
837	2.043068897
838	2.041588966
839	2.040319487
840	2.039356143
841	2.038419218
842	2.037679825
843	2.035804561
844	2.034999594
845	2.033181781
846	2.032223735
847	2.030677583
848	2.029229593
849	2.02694499
850	2.025528481
851	2.024582639
852	2.023366113
853	2.022182487
854	2.020815275
855	2.019993175
856	2.018234901
857	2.017171363
858	2.016418049
859	2.014257683
860	2.011729939
861	2.010716871
862	2.010106279
863	2.008807995
864	2.006779348
865	2.00486137
866	2.003343089
867	2.001839828
868	2.000203018
869	1.998437469
870	1.997576985
871	1.994645644
872	1.992328427
873	1.991776363
874	1.990665217
875	1.990034157
876	1.989313738
877	1.988341933
878	1.986324319
879	1.985340513
880	1.984698161
881	1.983756586
882	1.983154549
883	1.982013772
884	1.981460822
885	1.980182285
886	1.979139671
887	1.978155193
888	1.976801132
889	1.975741125
890	1.974513104
891	1.973989827
892	1.973419417
893	1.972742842
894	1.970226575
895	1.969430753
896	1.968553898
897	1.967372967
898	1.966718997
899	1.96575276
900	1.965062979
901	1.964419925
902	1.96411482
903	1.963466019
904	1.961678699
905	1.961115021
906	1.959903592
907	1.958565989
908	1.957691077
909	1.956286313
910	1.955477368
911	1.954241784
912	1.953692247
913	1.95293776
914	1.952252178
915	1.95107528
916	1.950582242
917	1.94908401
918	1.948000255
919	1.947310348
920	1.94646054
921	1.946148088
922	1.944407649
923	1.943104028
924	1.941352648
925	1.939851212
926	1.939374164
927	1.937979886
928	1.937095974
929	1.936492999
930	1.935456053
931	1.935000189
932	1.933733645
933	1.932738272
934	1.931582534
935	1.93032238
936	1.929622822
937	1.928847519
938	1.927632333
939	1.926468828
940	1.925694481
941	1.924770931
942	1.923887859
943	1.921660577
944	1.920865209
945	1.919863513
946	1.919592836
947	1.918992699
948	1.917447139
949	1.916408717
950	1.915272472
951	1.914403752
952	1.913900416
953	1.913021194
954	1.911757799
955	1.910692644
956	1.908849777
957	1.908228791
958	1.907779511
959	1.907320817
960	1.906432412
961	1.906141797
962	1.904872755
963	1.904190551
964	1.904132121
965	1.902510725
966	1.901546287
967	1.900638429
968	1.899929102
969	1.89858952
970	1.897870216
971	1.897290614
972	1.896698737
973	1.895950421
974	1.895311574
975	1.894480489
976	1.894294829
977	1.893904684
978	1.892594762
979	1.891974667
980	1.890208864
981	1.889313171
982	1.888557392
983	1.888078197
984	1.886399216
985	1.885267745
986	1.88472838
987	1.884275162
988	1.883808496
989	1.883426086
990	1.882695313
991	1.882297468
992	1.881920325
993	1.880372833
994	1.879243279
995	1.878528595
996	1.877298737
997	1.876236297
998	1.875241957
999	1.874437354
